,step,time,holdings,price,n_k,rate,step_cost,cumulative_cost
55,55,0.55,2.9832083929255773,49.35286436003425,0.6222631938441006,62.226319384410054,9.736375866948953e-05,237478.76139949402
56,56,0.56,2.4683407012268024,49.408741038464306,0.5148676916987749,51.48676916987749,6.66561743935867e-05,237478.7614661502
57,57,0.5700000000000001,2.0423332747721887,49.35838788056909,0.42600742645461365,42.60074264546137,4.563346471605647e-05,237478.76151178367
58,58,0.58,1.6898498462093792,49.33983504989716,0.35248342856280956,35.248342856280956,3.1241114011588224e-05,237478.7615430248
59,59,0.59,1.3982010121101036,49.359710782869165,0.29164883409927556,29.164883409927555,2.138797129222914e-05,237478.76156441277
60,60,0.6,1.1568874144467918,49.41824343016811,0.24131359766331184,24.131359766331183,1.464241433342488e-05,237478.7615790552
61,61,0.61,0.9572217637035645,49.38949292598098,0.19966565074322729,19.966565074322727,1.0024340691289647e-05,237478.76158907954
62,62,0.62,0.7920160964536656,49.378353346079734,0.16520566724989894,16.520566724989894,6.862762737915777e-06,237478.7615959423
63,63,0.63,0.6553230086760987,49.3119732134661,0.13669308777756684,13.669308777756683,4.6983158429898445e-06,237478.76160064063
64,64,0.64,0.5422215492108714,49.2402007877459,0.11310145946522732,11.31014594652273,3.216514530466717e-06,237478.76160385716
65,65,0.65,0.44864006551723545,49.288952313694175,0.09358148369363595,9.358148369363594,2.2020589968420164e-06,237478.7616060592
66,66,0.66,0.37120962418222014,49.37032669605082,0.07743044133501531,7.743044133501531,1.5075529109022047e-06,237478.76160756676
67,67,0.67,0.30714272931776465,49.366006072739275,0.06406689486445549,6.406689486445549,1.0320873163845875e-06,237478.76160859884
68,68,0.68,0.2541329727087485,49.42621803336036,0.053009756609016134,5.300975660901614,7.065789642681235e-07,237478.76160930542
69,69,0.6900000000000001,0.2102720031172476,49.44791618389797,0.0438609695915009,4.38609695915009,4.837327930236858e-07,237478.76160978916
70,70,0.7000000000000001,0.17398082563796763,49.40920898954887,0.036291177479279985,3.6291177479279986,3.311701453541626e-07,237478.76161012033
71,71,0.71,0.14395295788165474,49.430892718372405,0.030027867756312887,3.0027867756312885,2.2672427880375154e-07,237478.76161034705
72,72,0.72,0.11910739660908112,49.523174906148974,0.02484556127257362,2.484556127257362,1.5521962674615673e-07,237478.76161050226
73,73,0.73,0.09854970161443441,49.52102533866295,0.020557694994646714,2.055769499464671,1.062668492560046e-07,237478.76161060852
74,74,0.74,0.08153979587790736,49.61490395375932,0.017009905736527053,1.7009905736527053,7.27533035750901e-08,237478.76161068128
75,75,0.75,0.06746532279298498,49.45771924399532,0.014074473084922379,1.4074473084922379,4.980960557015953e-08,237478.76161073108
76,76,0.76,0.05581960132861006,49.507033391346404,0.011645721464374918,1.1645721464374919,3.410212769588849e-08,237478.76161076518
77,77,0.77,0.0461833855120651,49.51225621303164,0.00963621581654496,0.963621581654496,2.3348636247056812e-08,237478.76161078853
78,78,0.78,0.0382097715739545,49.49431577001028,0.0079736139381106,0.7973613938110601,1.5986691930114945e-08,237478.7616108045
79,79,0.79,0.03161170941250624,49.49982141495289,0.006598062161448259,0.6598062161448259,1.0946633683588743e-08,237478.76161081545
80,80,0.8,0.026151668789908225,49.38056727871183,0.005460040622598014,0.5460040622598014,7.49616120449064e-09,237478.76161082296
81,81,0.81,0.02163308824374691,49.36738696431194,0.004518580546161315,0.45185805461613154,5.133934643497807e-09,237478.76161082808
82,82,0.8200000000000001,0.017893298874360475,49.3888137176677,0.003739789369386435,0.3739789369386435,3.516731930204188e-09,237478.7616108316
83,83,0.8300000000000001,0.014797668264451025,49.477487359578284,0.0030956306099094496,0.30956306099094494,2.40957997917902e-09,237478.76161083402
84,84,0.84,0.012234753712061841,49.44639114584113,0.002562914552389184,0.25629145523891844,1.6516140405461605e-09,237478.76161083567
85,85,0.85,0.010112290293306852,49.397881529136924,0.002122463418754989,0.21224634187549887,1.1327046952861108e-09,237478.7616108368
86,86,0.86,0.008353869325110909,49.367776106082246,0.0017584209681959437,0.17584209681959437,7.774564911698488e-10,237478.7616108376
87,87,0.87,0.006896187652618959,49.422700232779945,0.0014576816724919499,0.14576816724919497,5.342532851321337e-10,237478.76161083812
88,88,0.88,0.005686768735621294,49.44242529905717,0.0012094189169976647,0.12094189169976648,3.6775862414851186e-10,237478.7616108385
89,89,0.89,0.004682073493105995,49.41063968657997,0.0010046952425152985,0.10046952425152986,2.5378149995670954e-10,237478.76161083876
90,90,0.9,0.0038459328963425118,49.44143573235774,0.0008361405967634837,0.08361405967634836,1.7576149232015269e-10,237478.76161083893
91,91,0.91,0.003148245883847359,49.4472603851442,0.0006976870124951527,0.06976870124951527,1.2236260620927938e-10,237478.76161083905
92,92,0.92,0.0025638957231707135,49.50537908443008,0.0005843501606766456,0.058435016067664554,8.582619706772432e-11,237478.76161083914
93,93,0.93,0.002071845808528213,49.46325589867443,0.0004920499146425007,0.049204991464250065,6.084367079285766e-11,237478.7616108392
94,94,0.9400000000000001,0.0016543823429927276,49.4435961697742,0.00041746346553548524,0.04174634655354852,4.378516624704516e-11,237478.76161083925
95,95,0.9500000000000001,0.0012964766418049809,49.420069680496795,0.0003579057011877467,0.03579057011877467,3.217215095379852e-11,237478.76161083928
96,96,0.96,0.0009852440997222172,49.33225878353105,0.0003112325420827637,0.03112325420827637,2.431730024306979e-11,237478.7616108393
97,97,0.97,0.0007094803452294494,49.35002600008598,0.0002757637544927678,0.02757637544927678,1.907933572599469e-11,237478.76161083934
98,98,0.98,0.00045925788316494176,49.36568931635422,0.0002502224620645076,0.02502224620645076,1.569720211009841e-11,237478.76161083937
99,99,0.99,0.00022556870489437217,49.365996123694345,0.0002336891782705696,0.023368917827056957,1.3679488909526287e-11,237478.76161083937
100,100,1.0,0.0,49.351920895635445,0.00022556870489437217,0.022556870489437216,1.2733030467088022e-11,237478.76161083937
