,step,time,holdings,price,n_k,rate,step_cost,cumulative_cost
53,53,0.53,7.132766966021483e-05,45.170353770364045,3.480230792934012e-05,0.003480230792934012,3.03723551342304e-13,491785.4830143823
54,54,0.54,4.793778887650914e-05,45.415024285894546,2.338988078370569e-05,0.002338988078370569,1.3718871719147418e-13,491785.4830143823
55,55,0.55,3.221795431304494e-05,45.827424094889,1.5719834563464197e-05,0.0015719834563464197,6.196669320329015e-14,491785.4830143823
56,56,0.56,2.1652992439667958e-05,46.199936142532835,1.0564961873376984e-05,0.0010564961873376984,2.798970021121621e-14,491785.4830143823
57,57,0.5700000000000001,1.4552509356637855e-05,45.864249133242005,7.1004830830301025e-06,0.0007100483083030102,1.2642651679727877e-14,491785.4830143823
58,58,0.58,9.780427770669887e-06,45.74056418290033,4.772081585967968e-06,0.0004772081585967968,5.71055210626625e-15,491785.4830143823
59,59,0.59,6.573214628009006e-06,45.87306955546095,3.2072131426608814e-06,0.00032072131426608814,2.5793960147359063e-15,491785.4830143823
60,60,0.6,4.417715825829568e-06,46.263287606309355,2.1554988021794376e-06,0.00021554988021794375,1.165085910613533e-15,491785.4830143823
61,61,0.61,2.9690515557828645e-06,46.071617911170875,1.4486642700467037e-06,0.00014486642700467037,5.262569885955121e-16,491785.4830143823
62,62,0.62,1.995435534661421e-06,45.99735432050511,9.736160211214436e-07,9.736160211214436e-05,2.3770471818664927e-16,491785.4830143823
63,63,0.63,1.3410891990858062e-06,45.55482033090254,6.543463355756147e-07,6.543463355756146e-05,1.073687082028045e-16,491785.4830143823
64,64,0.64,9.013171353639209e-07,45.07633768127016,4.397720637218853e-07,4.3977206372188526e-05,4.8497310398730764e-17,491785.4830143823
